,name,rating,reviews,salary,interviews,jobs
8595,Omega Hospitals,4.0,128,548,5,4
8596,Acent High Soft Technologies,4.7,128,87,4,--
8597,StayVista,4.4,128,443,20,56
8598,Technians Softech,3.9,128,230,8,15
8599,API Holdings,3.6,128,486,7,--
8600,Devgiri Forgings,3.7,128,370,5,--
8601,Gainsight,4.0,128,1.1k,26,--
8602,MAJID AL FUTTAIM RETAIL,3.4,128,551,10,5
8603,Tata Motors Insurance Broking And Advisory Services,3.8,128,378,6,--
8604,Bansal Wire Industries,3.5,128,564,8,--
8605,A2z Infra Engineering,3.8,128,88,1,--
8606,Superon Schweisstechnik India,3.8,128,428,4,2
8607,Inspace Technologies,3.8,128,699,6,--
8608,Comau,3.4,128,533,3,2
8609,MAP Systems,2.8,128,395,12,1
8610,AIT Global,3.3,128,813,13,13
8611,Rashi Peripherals,3.7,128,494,6,--
8612,Enkei Wheels India,3.7,128,547,8,--
8613,Inorbvict Healthcare,4.0,128,61,10,3
8614,Garuda Aerospace,3.4,128,269,14,--
8615,C-Square Info Solutions,3.5,128,643,6,--
8616,Revlon,2.4,126,334,7,--
8617,GE Capital,4.4,128,420,2,--
8618,Vedang Radio Technology,4.2,128,292,4,--
8619,Gillette,4.2,128,241,4,--
8620,DelEx Cargo,4.5,127,335,6,--
8621,Inorbvict Healthcare,4.0,128,61,10,3
8622,GE Capital,4.4,128,420,2,--
8623,Gillette,4.2,128,241,4,--
8624,Vedang Radio Technology,4.2,128,292,4,--
8625,SDNA Global,4.0,128,260,10,5
8626,WonderBotz,3.8,128,287,5,4
8627,Gracenote,3.4,128,534,11,--
8628,Jayabheri Automotives,3.9,128,379,4,13
8629,Mangalam Information Technolgies,3.4,128,477,7,6
8630,Bar Code India,3.5,128,792,10,10
8631,Veena Developers,4.1,128,238,10,8
8632,Xtranet Technologies,3.1,128,823,12,1
8633,MAP Systems,2.8,128,395,12,1
8634,Inspace Technologies,3.8,128,699,6,--
8635,Doshion,3.7,128,301,2,16
8636,MAJID AL FUTTAIM RETAIL,3.4,128,551,10,5
8637,Prabha Industries,4.0,128,611,8,--
8638,Gigmo Solutions,3.9,128,255,10,5
8639,AIT Global,3.3,128,813,13,13
8640,Nethues Technologies,3.3,128,747,11,7
8641,Vandhana International,3.7,128,511,18,5
8642,IVY SOFTWARE DEVELOPMENT SERVICES,3.8,128,624,19,1
8643,Oriental Consultants India Pvt Ltd,4.0,128,195,3,24
8644,SBM Offshore,4.3,128,651,16,73
8645,Fairmont Hotels & Resorts,3.6,128,344,10,29
8646,Enkei Wheels India,3.7,128,547,8,--
8647,KSK Mahanadi Power Company,3.8,128,540,5,--
8648,Emonics,3.5,128,648,17,--
8649,Coupa Software Inc,3.2,128,1.2k,33,16
8650,Siec Education,2.7,128,395,12,--
8651,Godrej Housing Finance,3.7,128,761,6,--
8652,Al Hassan Engineering Company SAOG,3.8,128,206,4,3
8653,BANGMETRIC,3.8,126,207,16,--
8654,Jaypee Infratech,4.0,128,517,13,--
8655,Elancer It Solutions,3.3,128,726,8,2
8656,Snowcem Paints,4.3,128,196,7,1
8657,Amol Pharmaceuticals,4.0,128,465,4,--
8658,Orris Infrastructure,4.0,128,342,11,1
8659,NJ Group,3.4,128,492,17,--
8660,MDI NetworX,3.8,128,639,20,9
8661,Daelim Industrial Co.,4.8,126,95,4,--
8662,Integrated Cleanroom Technologies,4.0,127,506,2,--
8663,Coloplast,3.2,127,381,11,3
8664,Zopsmart Technology,3.1,128,1.1k,57,--
8665,EZ Works,3.8,127,127,19,3
8666,Infinity Fincorp Solutions,4.4,127,362,4,--
8667,Shree Malani Foams,3.8,127,582,10,--
8668,Marvell,3.7,127,1.1k,13,71
8669,Rollick Ice Cream,4.0,127,205,16,10
8670,INFOCRUNCH ANALYTICS,3.0,127,370,9,1
8671,Moolya Software Testing,3.3,127,882,27,8
8672,Vhb Medi Sciences,3.3,127,552,9,13
8673,Aryan International,3.2,127,635,4,--
8674,Medanta S.N. Superspecialty Hospital,4.1,127,494,13,3
8675,Riello Power India,3.7,127,434,11,3
8676,Hager Electro,3.2,127,442,9,5
8677,Dasnac,4.6,127,251,13,--
8678,Cxc Infotech,3.2,127,618,6,2
8679,Axtel Industries,3.9,127,615,10,5
8680,Vhb Medi Sciences,3.3,127,552,9,13
8681,Multitex Filtration Engineers,3.5,127,608,6,2
8682,Aries Agro,4.1,127,364,8,--
8683,Daelim Industrial Co.,4.8,126,95,4,--
8684,Stellapps Technologies,3.9,127,904,5,--
8685,Nala Robotics,1.8,127,343,5,--
8686,Ardom Towergen,3.9,127,335,7,2
8687,Galore Networks,3.0,127,272,3,--
8688,Coloplast,3.2,127,381,11,3
8689,EZ Works,3.8,127,127,19,3
8690,Zopsmart Technology,3.1,128,1.1k,57,--
8691,Marvell,3.7,127,1.1k,13,71
8692,Shree Malani Foams,3.8,127,582,10,--
8693,INFOCRUNCH ANALYTICS,3.0,127,370,9,1
8694,Rollick Ice Cream,4.0,127,205,16,10
8695,Moolya Software Testing,3.3,127,882,27,8
8696,Aryan International,3.2,127,635,4,--
8697,Dasnac,4.6,127,251,13,--
8698,Axtel Industries,3.9,127,615,10,5
8699,Cxc Infotech,3.2,127,618,6,2
8700,Scholastic,4.1,127,434,4,--
8701,Octillion Power Systems,4.1,127,585,14,4
8702,Ice Mortgage Technology,3.4,127,915,14,--
8703,Edge Telecom,3.5,127,443,7,--
8704,Risebird Talent Solutions,3.8,127,135,16,--
8705,EOX Vantage,3.2,127,818,7,--
8706,IndiaCan,4.6,127,131,3,--
8707,Eaton Industrial Systems,4.4,127,423,5,--
8708,ClinChoice,3.8,128,568,14,1
8709,Aries Agro,4.1,127,364,8,--
8710,Multitex Filtration Engineers,3.5,127,608,6,2
8711,FirstMeridian Business Services,3.7,127,824,6,1
8712,Shantha Biotechnics,4.8,127,274,3,5
8713,Apeejay Surrendra Group,3.6,127,574,2,4
8714,Paramount Products,4.3,127,582,7,1
8715,Njs Engineers India,4.1,127,532,8,--
8716,JBM Neel Metal,3.8,127,403,10,--
8717,Flyweis Technology,4.3,127,71,9,--
8718,Eye7 Chaudhary Eye Centre,3.0,127,433,9,8
8719,OCS Services,4.4,127,556,6,6
8720,Saasguru,2.0,127,46,2,--
8721,PAVIT CERAMICS ( P),3.4,126,369,5,3
8722,Retailio,3.8,123,300,8,2
8723,Genus Electrotech,3.3,126,522,5,5
8724,ANY Graphics,3.8,126,980,23,--
8725,Medgulf Construction Company,3.5,126,276,8,--
8726,Dembla Valves,3.9,126,572,10,1
8727,Perpetuuiti Technosoft Services,3.5,126,843,14,--
8728,Central ParK,4.1,126,569,6,--
8729,Minosha,4.0,126,527,5,--
8730,Kewaunee Labway,4.2,126,674,4,--
8731,Life Care Logistic,3.6,126,551,8,1
8732,Dr. Rela Institute & Medical Centre,4.1,126,640,7,10
8733,Fourth Dimension Technologies,3.4,126,885,13,6
8734,Mahathi Infra Services,3.8,126,582,14,4
8735,Alexis Global,3.8,126,455,9,--
8736,Zieta Technologies,3.3,126,659,6,--
8737,Pune Institute of Business Management,2.8,126,495,10,--
8738,R-pac,3.4,126,611,10,1
8739,Indian Acrylics,3.8,126,553,7,--
8740,Swarovski India,4.1,126,474,8,15
8741,Manali Petrochemicals,3.6,126,866,14,1
8742,Adamas University,2.8,126,446,15,--
8743,20 Microns,4.1,126,524,6,12
8744,NETPLUS Broadband Services,3.7,126,495,7,2
8745,Consolidated Analytics,4.1,126,487,21,6
8746,SAN Engineering & Locomotive,3.9,126,597,6,--
8747,RN Valves & Faucets,3.2,126,233,9,3
8748,Footprints Play School,3.3,126,464,9,15
8749,Eximietas Design,4.1,126,270,44,47
8750,QO BOX,4.6,126,67,6,--
8751,P&R Infraprojects,3.7,126,344,3,--
8752,Schiller Healthcare India,3.8,126,472,9,11
8753,Karma Ayurveda,3.8,126,395,6,--
8754,Vertex Global Services,4.5,126,184,14,--
8755,ICSIL,3.0,126,350,7,--
8756,Ghaziabad Precision Products,3.6,127,541,7,--
8757,TechNova Imaging Systems,4.1,126,740,9,1
8758,Doehler,3.6,126,569,14,10
8759,AKGVG & Associates,3.1,126,488,20,4
8760,DUKES,3.7,126,599,7,1
8761,Starion India,3.5,126,515,7,--
8762,Sai Construction,3.4,126,640,8,4
8763,Anik Milk Products,3.6,126,372,14,22
8764,Infrabeat Technologies,3.8,126,902,6,16
8765,Avvashya Cci Logistics,3.6,126,505,9,--
8766,Lot Mobiles,3.5,126,415,4,2
8767,Amplifon,3.9,126,412,8,--
8768,Aapna Infotech,4.3,126,358,17,10
8769,GadgEon,3.9,126,1.3k,12,9
8770,Indian Synthetic Rubber,4.0,126,552,5,1
8771,Growel Softech,2.7,126,682,5,--
8772,Krishna Enterprises,3.9,126,853,8,4
8773,Paradigm Realty,4.0,126,469,13,5
8774,GetMyUni,3.4,126,604,17,7
8775,Chargebee,3.8,126,1.3k,18,8
8776,Beroe Inc,4.2,126,628,12,4
8777,Geeklurn,3.6,126,131,5,--
8778,Nestor Pharmaceuticals,3.0,126,427,10,--
8779,THDC,4.0,126,358,7,--
8780,Robinhood Insurance Broker Limited,3.5,126,513,5,12
8781,Yulu Bikes,4.0,127,732,16,--
8782,Bikayi,2.8,124,349,10,--
8783,Great Champ Technology Limited,2.8,125,565,5,1
8784,AutomationEdge,2.8,125,969,17,36
8785,INFAC,3.8,125,533,4,5
8786,Magnum Mi Steel,3.6,125,423,8,--
8787,Sangam Dairy,4.1,125,434,10,5
8788,Conceptia Software Technologies,4.2,125,536,8,6
8789,SATTRIX Information Security,2.9,125,507,14,1
8790,Holcim Global Hub Business Services,4.2,125,302,13,1
8791,Suraksha Gold Industries Private Limited,3.8,127,84,51,--
8792,Presidio Solutions Pvt Ltd,4.6,125,837,29,3
8793,Sathya Agencies,4.1,125,359,5,--
8794,Omni Hospital,3.7,125,518,2,--
8795,Choice International,3.3,125,938,11,--
8796,Mahansaria Group,3.4,125,718,12,9
8797,BeBran Digital,4.5,125,17,38,--
8798,CDYMAX,3.5,125,622,8,2
8799,Anmol Biscuits,4.3,125,319,7,18
8800,Vi-son Industries,3.4,125,506,4,4
8801,Forace Polymers,3.2,125,577,16,--
8802,Bioworld Merchandising,3.4,125,645,2,3
8803,Magnum Mi Steel,3.6,125,423,8,--
8804,Sangam Dairy,4.1,125,434,10,5
8805,INFAC,3.8,125,533,4,5
8806,AutomationEdge,2.8,125,969,17,36
8807,Outlier,3.8,125,185,16,--
8808,Mahansaria Group,3.4,125,718,12,9
8809,Omni Hospital,3.7,125,518,2,--
8810,Sathya Agencies,4.1,125,359,5,--
8811,Choice International,3.3,125,938,11,--
8812,BeBran Digital,4.5,125,17,38,--
8813,Suraksha Gold Industries Private Limited,3.8,127,84,51,--
8814,Eco Protection Engineers,4.3,125,551,11,--
8815,Tema India,4.2,125,586,2,20
8816,Dayanand Medical College & Hospital,3.5,125,430,5,2
8817,Vogo Automotive,4.0,125,619,7,--
8818,Anmol Biscuits,4.3,125,319,7,18
8819,CDYMAX,3.5,125,622,8,2
8820,Oaknet Healthcare,3.4,125,364,6,--
8821,Maharashtra Rail Infrastructure Development Corporation,3.8,125,608,15,2
8822,Gmr Aero Technic,4.2,125,501,3,--
8823,Eco Protection Engineers,4.3,125,551,11,--
8824,TTK Services,3.5,125,624,5,24
8825,Weizmann Forex,4.4,125,372,--,--
8826,T & T Infra,3.9,125,420,7,--
8827,Doosan Bobcat India,3.9,125,800,8,3
8828,Foodhub,3.5,125,620,15,--
8829,Accubits Technologies,3.1,125,562,16,--
8830,Indian Institute of Science Education and Research,3.8,125,531,6,--
8831,AVON TUBETECH,3.2,125,464,15,--
8832,Uk Realty,3.8,125,299,23,8
8833,DH Healthcare Software Services India Private Limited (Dedalus),3.4,125,1.1k,14,3
8834,Pan Seeds,3.7,125,362,15,3
8835,Full Creative,3.3,125,1k,45,5
8836,The India Thermit Corporation,3.6,125,514,11,--
8837,Srinivasa Farms,3.7,125,547,8,6
8838,HL Klemove,3.2,125,757,9,7
8839,Cerence,3.1,125,882,18,9
8840,Xtelify,3.4,126,984,13,2
8841,Hester Biosciences,3.4,125,558,6,7
8842,Enrich Agro Food Products,3.6,125,588,9,--
8843,SA Technologies,3.0,125,1k,13,--
8844,Ptc Industries,3.5,125,560,14,2
8845,TYPSA,3.4,125,547,11,3
8846,Ashapurna Buildcon,3.6,125,215,7,17
8847,Labvantage Solutions,3.6,125,718,22,10
8848,Aza Fashions,3.7,125,663,24,2
8849,Garrett - Advancing Motion,3.0,125,854,14,14
8850,Dar Group,3.3,125,648,10,12
8851,Edvoy,4.1,125,286,4,--
8852,Internship Studio,4.1,125,68,7,--
8853,Maharishi Ayurveda Products,3.7,124,433,3,9
8854,Welcomhotel By ITC Hotels,4.2,124,239,6,--
8855,Toyoda Gosei South India,4.1,124,481,9,2
8856,Odisha Power Transmission Corporation,4.3,124,203,7,--
8857,Synergy Systems & Solutions,3.9,124,680,15,1
8858,Mindrill Systems Solutions,3.5,125,361,27,--
8859,IMCS Group.,3.2,124,454,10,--
8860,Vianaar Homes,3.9,124,455,9,--
8861,Sigma Corporation India,4.0,124,705,8,--
8862,Nahar Spinning Mills,4.1,124,469,6,--
8863,Gates Unitta India Company,3.8,124,649,10,--
8864,House of Beauty,3.7,124,189,8,--
8865,SIMA Labs,3.9,124,496,5,4
8866,JU Agri Sciences,4.2,124,404,11,4
8867,Channel Soft,3.7,125,633,9,--
8868,LIC Mutual Fund,3.5,124,590,7,8
8869,Bijlipay,3.4,124,469,7,--
8870,Helm360,3.7,124,568,16,--
8871,Supriya Lifescience,3.6,124,657,10,16
8872,Frog CellSat,3.9,124,457,14,3
8873,Abhijeet Group,3.9,124,530,9,--
8874,Gojavas,4.7,124,130,1,--
8875,Ganga Medical Centre & Hospitals,4.3,124,437,9,--
8876,Gj Solutions,3.5,124,388,7,--
8877,Amwaj Catering Services,3.6,124,214,7,--
8878,Bubugao Communication,4.2,124,314,2,--
8879,Odisha Power Transmission Corporation,4.3,124,203,7,--
8880,Chetak Enterprises,4.5,124,435,--,--
8881,Gojavas,4.7,124,130,1,--
8882,Abhijeet Group,3.9,124,530,9,--
8883,Gj Solutions,3.5,124,388,7,--
8884,Ganga Medical Centre & Hospitals,4.3,124,437,9,--
8885,Amwaj Catering Services,3.6,124,214,7,--
8886,Bubugao Communication,4.2,124,314,2,--
8887,Tribeca Developers,4.6,124,247,26,38
8888,Sahara India Financial Corporation,3.9,124,352,--,--
8889,DANA Graziano India,4.2,124,507,11,--
8890,Vector India,4.0,124,469,7,--
8891,House of Beauty,3.7,124,189,8,--
8892,Techila Global Services,3.9,124,588,17,1
8893,NDS InfoServ,3.2,124,346,12,3
8894,Gates Unitta India Company,3.8,124,649,10,--
8895,Vianaar Homes,3.9,124,455,9,--
8896,Sigma Corporation India,4.0,124,705,8,--
8897,Nahar Spinning Mills,4.1,124,469,6,--
8898,InnoEye Technologies,3.1,124,501,6,--
8899,Ftcash,4.1,124,541,9,--
8900,Cybertech Systems & Software,3.4,124,923,9,13
8901,Sud Chemie,4.5,124,560,5,--
8902,MOVIN,3.7,124,462,11,21
8903,DDRC Agilus Diagnostics,3.9,124,413,8,--
8904,Believe Cosmetics,3.2,125,435,13,--
8905,HyTech Professionals,3.4,124,682,8,1
8906,Cello,3.6,124,472,6,6
8907,Nelson Global Products,3.4,124,600,12,--
8908,Idfy,3.2,124,889,17,7
8909,Jindal Water Infrastructure,3.9,124,434,12,--
8910,Multi Organics,2.9,124,576,12,19
8911,Tex Corp.,3.7,124,532,6,4
8912,Hellmann Worldwide Logistics,4.0,124,464,4,--
8913,Aqua Tech Systems,4.1,124,671,7,9
8914,Dr. D.Y.Patil Hospital & Research Centre,4.0,124,523,7,--
8915,Tricon Infotech,3.4,124,1.4k,19,--
8916,Lee & Nee Softwares Exports,3.9,124,305,19,6
8917,Object Frontier Software,3.8,124,1.2k,7,--
8918,KMC HOSPITAL,4.1,124,374,6,--
8919,ABS India,3.8,124,1.3k,13,--
8920,Mylab Discovery Solutions,3.0,124,536,14,--
8921,Floating Numbers Digital Solutions,3.2,123,290,7,--
8922,TSR Darashaw,3.4,123,467,7,1
8923,Jaya Shree Textiles,3.8,123,280,12,--
8924,Mtandt,3.8,123,640,8,5
8925,Prayagh Nutri Products,4.1,123,402,7,--
8926,Minimalist,3.4,123,410,7,6
8927,Alstrong Enterprises,4.2,123,450,6,1
8928,Hailstone Innovations,4.1,123,541,20,5
8929,Sun Life Global Solutions,3.9,123,757,6,5
8930,Indore Composite,3.9,123,641,6,5
8931,Central Bureau of Investigation,3.8,123,304,4,--
8932,Performics,3.7,123,880,10,--
8933,JS Auto Cast Foundry,3.8,123,674,8,--
8934,Vishnu Solutions,3.7,123,334,6,--
8935,Syncom Formulations India,3.1,123,548,8,--
8936,Turner International,4.0,123,637,12,205
8937,Novigo Solutions,3.9,123,1.2k,19,1
8938,Funskool India,3.9,123,664,6,--
8939,Nikon,3.8,123,454,6,--
8940,Midco,3.6,123,204,--,--
8941,Express Housekeeper,3.8,123,382,4,--
8942,Pearl Organisation,3.4,123,276,33,11
8943,Jain Amar,3.0,123,412,7,1
8944,Galacon Infrastructure and Projects,3.3,123,259,8,6
8945,BL Lifesciences,3.2,123,461,9,--
8946,Skillventory,3.9,123,413,10,1
8947,Wicked Ride Adventures,4.1,123,642,1,--
8948,Global Group,4.0,123,511,11,8
8949,Claritus Management Consulting,4.2,123,430,17,--
8950,Continuum Global Solutions,3.6,123,573,10,7
8951,BrandMuscle,3.5,123,875,11,3
8952,Digiperform,3.4,123,334,9,2
8953,EGDK,3.8,124,278,17,33
8954,MCaffeine,2.9,123,466,12,--
8955,G.S.E.C,3.0,123,394,2,--
8956,Small Industries Development Bank of India,3.7,123,617,9,1
8957,R.K Associates & Hoteliers,2.7,123,428,10,15
8958,Regus,2.9,123,452,5,5
8959,Indira Gandhi National Open University,4.2,123,295,4,--
8960,Government Polytechnic Nagpur,3.9,123,318,5,4
8961,Eidiko Systems Integrators,3.5,123,804,20,--
8962,ADS Spirits,4.5,123,495,8,8
8963,Radiant Guard Services Pvt. Ltd. - India,4.9,123,87,23,--
8964,Applied Cloud Computing,2.5,123,803,17,5
8965,MotivityLabs,3.0,123,1k,14,30
8966,Sids Farm,3.3,123,499,6,12
8967,Devon Software Services,4.0,123,634,16,4
8968,Gm Infinite Dwelling,3.2,123,438,4,--
8969,SAL Automotive,3.7,123,520,13,--
8970,Deqode,3.3,123,953,19,45
8971,Isgec Hitachi Zosen,3.8,123,544,10,--
8972,C H Robinson Worldwide Freight,3.4,123,630,9,--
8973,Airworks,3.7,123,657,6,12
8974,Modern Informatics,3.7,123,506,11,3
8975,Clinic Dermatech,3.1,123,445,2,10
8976,Dai Ichi,4.2,123,501,4,--
8977,Seneca Global IT Services,4.1,123,856,11,7
8978,Tvs Training And Services,3.6,123,518,10,6
8979,ShipBob,3.9,123,396,32,6
8980,Defsys Solutions,3.8,123,648,9,--
8981,Merck Specialities,4.0,123,508,6,--
8982,Swami Rama Himalayan University,3.9,123,364,7,6
8983,Gromax Agri Equipment,3.7,124,472,7,--
8984,Kajaria Bathware,4.1,123,418,6,--
8985,M G Contractors,4.5,123,414,5,--
8986,Civet Projects,4.2,123,366,7,5
8987,NEXA Service,4.2,122,466,4,--
8988,Mahindra Agri Solutions,3.7,123,395,5,--
8989,Dewar's Garage,3.1,122,375,3,--
8990,Elysium Pharmaceuticals,3.3,122,502,4,--
8991,Next Move Strategy Consulting,4.7,123,18,31,--
8992,Electronica India Limited,4.6,122,220,11,--
8993,Ambit Collective,3.7,122,224,17,--
8994,Adnet Global,2.9,122,531,4,2
8995,Impulse,3.5,122,526,8,--
8996,Udaan Technologies,3.8,122,541,6,--
8997,Dharmaj Crop Guard,4.0,122,459,7,--
8998,PeopleStrong Technologies,3.4,122,745,8,--
8999,Vivekananda Hospital,3.6,122,466,7,--
9000,Springworks,4.3,122,297,24,5
9001,S R Enterprises,4.1,122,649,6,--
9002,Sfj Business Solutions,2.7,122,523,10,1
9003,Maire Tecnimont,4.1,122,591,10,--
9004,Jse Engineering Private Limited,3.6,122,407,3,--
9005,Radiant Enterprise,3.7,122,396,4,3
9006,SOLITAIRE GROUP,3.6,122,642,5,--
9007,Suzlon Gujarat Wind Park,4.6,122,330,9,--
9008,Petronet LNG,4.6,122,628,9,--
9009,GO MO Group AB,4.1,122,200,9,3
9010,Ufi Filters,3.9,122,638,10,--
9011,Zupee,3.5,122,910,19,1
9012,Fortune Business Insights,3.4,122,402,14,4
9013,Nice Software Solutions,2.8,122,1k,13,1
9014,SJS Enterprises,3.9,122,619,11,5
9015,NewVision Software & Consultancy,3.4,122,1.1k,11,--
9016,TVS Next,3.6,122,1.2k,13,9
9017,Kintetsu World Express,4.1,122,584,7,--
9018,Adyar Ananda Bhavan Sweets,4.1,122,480,8,7
9019,Everest Blowers & Vacuum Pumps,3.5,122,550,4,77
9020,Futures Group,4.6,121,699,2,--
9021,Indwell,3.5,122,448,10,--
9022,Smarter BIZ Technologies,3.1,122,319,14,--
9023,Paladion Networks,3.7,122,682,6,--
9024,Religare Housing Development Finance Corporation,4.2,122,308,2,--
9025,R.k.industries,3.7,122,654,2,--
9026,Powermax Fitness India,4.8,122,99,3,--
9027,PGEIN,3.5,122,212,5,--
9028,Veoneer India,3.9,122,1.1k,9,--
9029,ALOIS Solutions,3.5,123,490,9,--
9030,DEC Property Management,4.1,122,455,9,12
9031,Microscan Infocommtech,4.0,122,463,9,1
9032,Scott Edil Pharmacia,3.6,122,601,11,--
9033,Basavatarakam Indo American Cancer Hospital Research Institute,4.3,122,339,3,23
9034,Brindavan Bottlers,3.4,122,415,1,--
9035,Sicagen,3.9,122,427,7,3
9036,FundsIndia,3.1,122,851,13,3
9037,HIREXA SOLUTIONS,4.0,122,512,20,1
9038,Meritshot,4.5,122,59,21,--
9039,Jain Housing & Constructions,4.2,122,431,20,26
9040,Suzlon Gujarat Wind Park,4.6,122,330,9,--
9041,SOLITAIRE GROUP,3.6,122,642,5,--
9042,NewVision Software & Consultancy,3.4,122,1.1k,11,--
9043,Vensar Constructions,4.1,122,447,9,--
9044,Bharat Cooperative Bank,4.2,122,683,7,2
9045,YouGov,3.7,122,635,11,10
9046,Lakshya Powertech Limited,3.9,122,460,13,--
9047,Foodlink F&B Holdings,4.1,122,566,5,1
9048,Navi Finserv,3.3,122,471,14,--
9049,Cartrade.com,3.8,122,480,12,2
9050,Mac Chem Products,3.0,122,555,8,7
9051,Cogeme Precision Parts,3.8,122,485,3,2
9052,Planedge Consultants,3.3,122,530,9,10
9053,Zeus Learning,2.8,122,791,38,--
9054,NTN NEI Manufacturing,3.9,122,520,9,--
9055,Stivaph Healthcare,4.1,122,133,29,3
9056,Everest Blowers & Vacuum Pumps,3.5,122,550,4,77
9057,Crane Process Flow Technologies India,3.4,122,664,12,--
9058,Honeywell Building Solutions,3.7,122,822,7,--
9059,Vahdam India,4.1,122,521,6,1
9060,MENTORS EDUSERV,3.0,122,337,4,1
9061,TSS Consultancy,3.4,122,1k,33,9
9062,Hombale Constructions and Estates,4.5,122,455,2,--
9063,Wave Beverages,3.6,121,397,5,--
9064,iLabz Technology,3.2,121,754,7,--
9065,BACS HITECH ENGINEERING,3.2,121,192,9,--
9066,INTERPLEX,4.3,121,670,7,--
9067,Medicamen Biotech,3.2,121,562,6,--
9068,Information Evolution,3.4,121,718,9,--
9069,Decision Minds,3.6,121,587,9,--
9070,Nims Hospital,3.8,122,558,3,3
9071,Tasmed,3.6,121,265,6,--
9072,iPlace,3.7,121,591,4,--
9073,College Of Education,4.4,121,1.5k,8,--
9074,MyCar,4.0,121,503,3,6
9075,Synthimed Labs,3.7,121,446,8,14
9076,Seoyon E-HWA Summit,3.1,122,360,8,2
9077,Bellfast Management,4.1,121,500,11,14
9078,Verificient Technologies,3.1,121,678,16,28
9079,Local Company,4.0,121,2.2k,13,--
9080,Falabella,3.2,121,882,16,--
9081,BHARAT TECHNO PLAST,3.7,121,415,4,3
9082,Harsha Toyota,4.1,121,453,7,--
9083,Auriga Research,2.8,121,605,9,12
9084,Maxvalue Credits & Investments,3.7,121,584,10,--
9085,Alstone Manufacturing,4.1,121,237,12,2
9086,Bounce,3.2,121,812,6,--
9087,FR8,4.0,121,494,14,1
9088,Shore Infotech India,2.8,121,765,8,--
9089,JBF Industries,3.8,121,582,7,--
9090,Oremus Corporate Services,3.8,121,609,7,36
9091,Chemtrols Industries,3.4,121,415,3,2
9092,Menzies Aviation Bobba,3.9,121,309,6,--
9093,Numero Uno Clothing,4.0,121,444,8,2
9094,Orient Blackswan,4.2,121,334,6,--
9095,TRUGlobal,3.8,121,802,27,5
9096,Hi-Tech Arai,3.8,121,513,3,--
9097,Anuhar Homes,3.3,121,398,4,--
9098,Maaden Phosphate Company,4.3,121,293,11,--
9099,Arvog,4.7,121,87,49,12
9100,GREEN POWER INTERNATIONAL,4.3,121,415,7,--
9101,NGL Fine Chem,4.0,121,610,10,9
9102,Storia Foods,3.8,121,462,11,1
9103,The Heritage School,3.7,121,362,13,--
9104,DQ Entertainment,3.3,121,283,1,--
9105,D&H Sécheron Electrodes,3.9,121,434,12,--
9106,Enerrgia Skyi Developers,4.3,121,381,19,--
9107,NETIMPACT SOLUTIONS PVT LTD,3.4,121,419,9,14
9108,Marc Laboratories,3.2,121,375,4,3
9109,Saraswati Vidya Mandir,3.8,121,358,5,4
9110,Provab Technosoft,2.9,121,647,4,13
9111,LS Cable,4.4,121,498,8,1
9112,Wipfli,3.6,121,877,8,3
9113,Viaante Business Solutions,3.0,121,517,12,2
9114,Petron Engineering Construction,4.4,121,358,2,--
9115,Getronics,4.2,121,860,8,32
9116,Futuretech Factory One,4.4,121,23,48,--
9117,TekFriday Processing Solutions,3.5,121,706,12,17
9118,Spl Infrastructure,4.0,121,626,5,12
9119,REVA University,3.9,121,549,11,40
9120,Government Of Tamilnadu,4.0,121,563,5,--
9121,NCL Veka,4.0,121,455,8,5
9122,Futuretech Factory One,4.4,121,23,48,--
9123,RouteMobile,3.5,121,898,8,4
9124,Shri Bhagwati Machines Pvt. Ltd.,3.7,121,442,13,--
9125,Rungta Sons,4.0,122,314,7,--
9126,Pharmalex,3.2,121,464,15,--
9127,Bankedge,4.0,120,172,13,1
9128,Oncospark India Private Limited,3.8,120,579,8,14
9129,Sparkline Equipments,4.2,120,592,3,--
9130,Rotary Engineering,4.1,120,322,4,--
9131,Government of Madhya Pradesh,3.9,120,492,2,--
9132,HirePro Consulting,3.5,120,668,11,--
9133,HuntingCube Recruitment Solution,3.9,120,406,15,8
9134,BetterPlace Select,4.2,120,671,11,--
9135,Vectone Mobile,1.8,120,566,12,--
9136,Nimap Infotech,3.4,120,592,33,--
9137,SmartConnect Technologies,2.6,120,739,6,4
9138,Sonepar,4.1,120,586,5,10
9139,Indiana Gratings,3.4,120,460,7,24
9140,NGRT Systems Private Limited,3.5,120,341,10,12
9141,HuntingCube Recruitment Solution,3.9,120,406,15,8
9142,ProProfs,4.0,120,517,7,1
9143,Mendine Pharmaceuticals,4.5,120,273,15,106
9144,BetterPlace Select,4.2,120,671,11,--
9145,SmartConnect Technologies,2.6,120,739,6,4
9146,Texport Syndicate India,3.7,121,483,3,1
9147,Constantia Flexibles,4.0,120,544,5,--
9148,Numbertree LLP,3.3,120,226,26,13
9149,Badafinance S&P Services,4.2,120,65,4,--
9150,CL MICROMED,4.2,120,218,13,--
9151,Bankedge,4.0,120,172,13,1
9152,Government of Kerala,4.0,120,553,4,--
9153,ADNH Compass,4.3,120,150,10,--
9154,Amco Batteries,4.3,120,405,5,--
9155,SKDRDP,4.3,120,192,9,--
9156,CTA Apparels,3.9,120,348,9,--
9157,Sparkline Equipments,4.2,120,592,3,--
