,name,rating,reviews,salary,interviews,jobs
486,IDBI Bank,3.3,2k,6.3k,86,--
487,HSBC Electronic Data Processing,4.0,2k,8.6k,91,--
488,Narayana Health,4.0,2k,6.1k,96,107
489,SAP,4.1,2k,18k,320,--
490,Ninjacart,3.8,2k,5.1k,104,25
491,State Street Syntel,3.7,2k,6.7k,80,--
492,Shadowfax Technologies,3.5,2k,7.6k,168,38
493,Trent,3.9,2k,4.9k,109,23
494,L&T Energy Hydrocarbon,3.8,2k,8.4k,118,--
495,AECOM,4.2,2k,7.1k,153,209
496,Schindler,3.9,2k,6.2k,123,59
497,Honeywell Automation,3.8,2k,12.3k,137,--
498,R.R. Donnelley,3.6,2k,10.2k,129,13
499,Haier Appliances India,4.0,2k,7.1k,165,38
500,Paisabazaar.com,3.4,1.9k,7k,169,61
501,NCR Voyix,3.4,1.9k,9.5k,143,29
502,Motherson Automotive Technologies and Engineering,3.7,1.9k,7.6k,159,29
503,V-Guard Industries,4.3,1.9k,4.6k,119,24
504,Dr Lal PathLabs,4.2,1.9k,4.6k,184,92
505,Microland,3.5,1.9k,10.7k,146,471
506,Philips,3.8,1.9k,11.1k,178,171
507,CMS Infosystems,3.5,1.9k,4.8k,82,7
508,Uflex,3.8,1.9k,6.8k,129,60
509,Globiva,3.0,1.9k,5.3k,139,179
510,Crisil,3.5,1.9k,13.5k,215,736
511,Spinny,3.6,1.9k,7.6k,211,41
512,Gabriel India Limited,4.1,1.9k,5.9k,132,3
513,CNH (Case New Holland),3.7,1.9k,6.1k,139,30
514,Parle Products,3.9,1.9k,3.6k,124,19
515,Adecco Group,3.8,1.9k,7.3k,119,--
516,Aye Finance,4.1,1.9k,3.5k,100,68
517,HTC Global Services,3.4,1.9k,13.3k,167,2
518,Aadhar Housing Finance,4.0,1.9k,4.9k,119,12
519,Angel One,3.6,1.9k,7.6k,170,39
520,DHL Supply Chain,4.2,1.9k,6.1k,125,78
521,G R Infraprojects,4.1,1.9k,5.4k,166,27
522,Lucas-TVS,3.9,1.9k,6.1k,94,16
523,Google,4.4,1.9k,34.5k,1k,488
524,Tekwissen,4.9,1.9k,593,341,52
525,Thomson Reuters,3.7,1.9k,10.8k,140,115
526,NTPC,4.2,1.9k,4.3k,188,--
527,TELUS Digital,3.5,1.9k,10.1k,143,26
528,Infinx,3.7,1.9k,5.5k,208,38
529,Safexpress,3.9,1.9k,5.8k,129,4
530,Tata Power,3.9,1.9k,7.4k,220,8
531,Iris Software,3.8,1.9k,8k,206,490
532,ICICI Home Finance,3.7,1.9k,5.3k,102,12
533,Trident Group,3.2,1.9k,5.4k,136,36
534,NeoSOFT,3.3,1.9k,10.8k,301,35
535,Verizon,3.5,1.9k,11.8k,135,3
536,CSB Bank,3.3,1.9k,7k,108,1.1k
537,PI Industries,3.8,1.9k,6.9k,139,10
538,Torrent Power,3.8,1.9k,7.8k,167,75
539,Tata Tele Business Services,3.6,1.9k,4.5k,56,42
540,Jindal Saw,4.1,1.9k,6.6k,147,47
541,Hindustan Aeronautics,4.3,1.9k,4.4k,89,1
542,TVS Sundram Fasteners,3.6,1.9k,6.6k,94,15
543,Polycab Wires,4.0,1.9k,7.3k,135,71
544,Aragen Life Sciences,3.9,1.8k,6.5k,129,101
545,KENT RO Systems,3.7,1.8k,4.3k,103,7
546,Medi Assist India,3.5,1.8k,7.4k,140,16
547,First American (India),3.5,1.8k,9.5k,100,60
548,AXA Global Business Services,3.7,1.8k,7.2k,104,6
549,Godrej Properties,3.7,1.8k,9.1k,132,--
550,Infra.Market,3.9,1.8k,3.8k,279,--
551,Provana,4.0,1.8k,4.3k,205,38
552,Fusion CX,3.3,1.8k,4.4k,145,183
553,Capri Global Capital,3.6,1.8k,4.2k,74,--
554,Honda Cars,4.3,1.8k,6.4k,113,--
555,AkzoNobel,4.1,1.8k,4.4k,142,20
556,Haldiram Foods International Limited,3.8,1.8k,5.9k,159,--
557,Sterling & Wilson,4.0,1.8k,6.7k,83,51
558,DIVI'S Laboratories,3.6,1.8k,6.9k,103,--
559,Innovsource Services,3.9,1.8k,4.7k,77,--
560,Cafe Coffee Day,3.7,1.8k,3.8k,84,8
561,Digit Insurance,3.7,1.8k,5.9k,233,78
562,MetLife,4.0,1.8k,9.3k,102,90
563,Hindustan Petroleum,4.2,1.8k,6k,118,--
564,Stellar Migration,1.3,1.8k,--,2,--
565,SS&C TECHNOLOGIES,3.2,1.8k,13.5k,199,126
566,Tata Communications Transformation Services,3.8,1.8k,8.5k,101,--
567,LivSpace,3.3,1.8k,8.1k,170,140
568,Reckitt Benckiser,4.0,1.8k,6.2k,107,57
569,Air India,3.4,1.7k,7.9k,219,56
570,USHA International,4.0,1.7k,4.8k,115,13
571,Isgec Heavy Engineering,3.8,1.7k,6.9k,147,66
572,Adani Green Energy,3.9,1.7k,6k,159,1
573,USV,4.0,1.7k,5.7k,88,87
574,Kalyan Jewellers,4.4,1.7k,1.6k,81,20
575,BT Business,3.9,1.7k,9.2k,90,5
576,HDFC Securities,3.4,1.7k,5.9k,128,50
577,Security and Intelligence Services (India),4.0,1.7k,4.5k,83,37
578,XBP Global,3.2,1.7k,7.6k,103,71
579,Vedantu,3.3,1.7k,8.1k,201,5
580,Annapurna Finance,3.8,1.7k,3.7k,84,2
581,Pine Labs,3.3,1.7k,7.5k,135,6
582,Rungta Mines,4.0,1.7k,5.6k,189,1
583,Future Retail,4.4,1.7k,3.7k,58,--
584,Orchids International School,3.9,1.7k,3.9k,359,21
585,Dhani Loans and Services,3.9,1.7k,4.1k,70,21
586,Bata,3.5,1.7k,4.2k,87,9
587,BVG India,4.2,1.7k,3.9k,172,122
588,Granules India Limited,3.8,1.7k,6.4k,85,12
589,Metro Cash & Carry,4.0,1.7k,4.8k,77,4
590,Mother Dairy Fruit & Vegetable,4.0,1.7k,4.9k,105,4
591,Orange Business,4.1,1.7k,9k,119,12
592,Hitachi Astemo,4.1,1.7k,6.5k,140,--
593,TTEC India,3.7,1.7k,5.5k,193,19
594,Cushman & Wakefield,4.1,1.7k,6.5k,123,175
595,NEC,4.0,1.7k,5.5k,79,3
596,FactSet,3.7,1.7k,10.7k,233,17
597,Indian Navy,4.6,1.7k,3.4k,39,--
598,Sysnet Global Technologies,3.7,1.7k,4.3k,142,5
599,Medanta the Medicity,4.0,1.7k,5.1k,131,107
600,Health Care Global Enterprises,4.4,1.7k,2.8k,175,142
601,HighRadius,2.5,1.7k,9k,213,61
602,Caterpillar Inc,4.1,1.7k,11.2k,210,237
603,Cavinkare,3.9,1.7k,5k,72,12
604,IIFL SAMASTA,3.7,1.7k,3.2k,84,7
605,Frankfinn Institute of Air Hostess Training,3.9,1.7k,3.2k,127,77
606,KONE,4.1,1.7k,5.7k,143,45
607,MagicBricks,4.0,1.6k,4.6k,350,12
608,Yamaha Motor,4.1,1.6k,5.2k,91,3
609,L.G.Balakrishnan & Bros,3.5,1.6k,5.8k,85,8
610,Rane (Madras),3.9,1.6k,4.9k,96,39
611,BA Continuum,3.9,1.6k,10.1k,113,--
612,Compass Group Support Services,4.0,1.6k,5.5k,88,28
613,NielsenIQ,3.5,1.6k,10.3k,235,38
614,DHL Express,4.1,1.6k,6.2k,79,--
615,JSW Bhushan Power & Steel,4.0,1.6k,4.9k,81,--
616,Patanjali Foods,3.7,1.6k,4.5k,107,14
617,Clover Infotech,3.4,1.6k,11.9k,141,126
618,Tata 1mg,3.5,1.6k,7k,223,78
619,Vardhman Fabrics,4.0,1.6k,5.2k,82,10
620,ReNew,4.2,1.6k,6.2k,141,76
621,Procter & Gamble,4.0,1.6k,6k,134,--
622,CG Power and Industrial Solutions,3.8,1.6k,6.6k,108,2
623,Johnson & Johnson,3.9,1.6k,5.8k,116,54
624,Matrimony.com,3.9,1.6k,4.5k,103,52
625,Arvind Group,4.0,1.6k,5.3k,81,--
626,Suryoday Small Finance Bank,4.0,1.6k,4.6k,98,12
627,Belrise Industries,3.7,1.6k,6k,106,10
628,Wipro Enterprises Ltd,3.7,1.6k,8.2k,207,155
629,Chegg,4.1,1.6k,3.8k,167,9
630,CMA CGM,3.9,1.6k,7.9k,101,27
631,Toyota Kirloskar Motor,4.3,1.6k,4.6k,82,12
632,Krishna Maruti,3.8,1.6k,5.2k,133,12
633,HERE Technologies,3.8,1.6k,7.8k,112,15
634,Tata Play,4.0,1.6k,4.7k,90,2
635,Shriram Life Insurance,3.5,1.6k,4.8k,112,18
636,Coronis Ajuba Solutions,4.0,1.6k,5.7k,93,22
637,Goldman Sachs,3.4,1.6k,20.6k,415,298
638,Hero Motors Company,3.9,1.6k,6.2k,98,2
639,Dixon Technologies,3.9,1.6k,5.7k,147,19
640,Veritas Finance,4.3,1.6k,2.2k,89,--
641,Marico,3.8,1.6k,5.6k,102,29
642,Welspun Living Limited,3.9,1.6k,5.1k,91,1
643,Satin Creditcare Network,3.9,1.6k,3.1k,65,12
644,Godrej Industries Group,3.9,1.6k,3.1k,152,1
645,Teva Pharmaceuticals,3.9,1.6k,5.7k,120,14
646,Emami,3.8,1.6k,5.2k,106,9
647,ZF Commercial Vehicle Control Systems,3.8,1.6k,3.8k,83,--
648,Sanofi,4.0,1.6k,5.8k,101,122
649,PharmEasy,3.7,1.6k,6.5k,119,--
650,Wockhardt,3.8,1.6k,4.1k,66,54
651,iOPEX Technologies,3.1,1.6k,6k,91,43
652,Mercer,3.6,1.6k,10k,98,103
653,Asahi India Glass,3.8,1.6k,5.2k,115,23
654,Supreme Industries,4.0,1.6k,5.8k,100,1
655,Urban Company,3.3,1.6k,6.9k,170,116
656,Broadridge Financial Solutions,3.8,1.6k,11k,163,65
657,Cemindia Projects,4.2,1.5k,3.1k,92,7
658,IFB,3.6,1.6k,5.3k,124,16
659,KFC,4.0,1.5k,3.1k,86,--
660,KFC,4.0,1.5k,3.1k,86,--
661,Relaxo Footwear,4.0,1.5k,4.5k,111,30
662,Marriott International,4.1,1.5k,4.7k,103,771
663,Kotak Mahindra Prime,3.9,1.5k,5.1k,72,--
664,Honda,4.1,1.5k,3.9k,114,4
665,Amul India,4.0,1.5k,4.2k,158,1
666,Gujarat Fluorochemicals,3.9,1.5k,6.7k,108,18
667,Bajaj Capital,3.6,1.5k,3.7k,168,82
668,American Broadcasting Company,4.0,1.5k,35.5k,597,4
669,Lumax Industries,3.9,1.5k,5.7k,104,34
670,Muthoot Microfin,4.2,1.5k,2.5k,85,7
671,Dainik Bhaskar Group,4.1,1.5k,4.3k,82,56
672,Nayara Energy,4.2,1.5k,6.1k,97,1
673,Suguna Foods,3.9,1.5k,4.2k,97,35
674,Patra India,3.5,1.5k,6.1k,119,4
675,Hinduja Leyland Finance,3.9,1.5k,3k,60,10
676,Tesco,3.5,1.5k,9.1k,149,8
677,Bisleri,4.2,1.5k,4.4k,119,20
678,Labmentix,4.5,1.5k,33,539,--
679,Tata Consumer Products,3.5,1.5k,5.9k,99,8
680,SHYAM METALICS AND ENERGY,3.4,1.5k,4.8k,155,6
681,Karur Vysya Bank,3.5,1.5k,4.9k,108,12
682,Evalueserve,3.0,1.5k,10.4k,141,62
683,Oracle Cerner,3.3,1.5k,10.1k,170,--
684,Steel Strips Wheels,3.8,1.5k,5.5k,89,31
685,XL Dynamics,3.6,1.5k,3.6k,97,13
686,Canara Bank,3.6,1.5k,4.1k,51,--
687,SAI Life Sciences,3.9,1.5k,6k,110,46
688,Piramal Pharma,3.9,1.5k,6.5k,122,42
689,GE VERNOVA,4.1,1.5k,5.5k,114,269
690,HCL Infosystems,4.0,1.5k,6.9k,146,--
691,GMR Group,3.9,1.5k,4.6k,105,11
692,Page Industries,4.1,1.5k,4.9k,73,9
693,mPokket,4.5,1.5k,1.6k,368,13
694,Tata AutoComp Systems,3.8,1.5k,6.9k,118,51
695,QualityKiosk Technologies,3.2,1.5k,11.3k,166,264
696,Ashoka Buildcon,4.1,1.5k,4.2k,81,3
697,Sonata Software,3.4,1.5k,11.8k,140,106
698,Tanishq,4.1,1.5k,3.1k,113,1
699,Max Fashion,4.0,1.5k,3.4k,78,14
700,Honeywell Technology Solutions,3.6,1.5k,11.4k,165,--
701,Devyani International,3.8,1.5k,3.4k,71,15
702,Wheelseye Technology,3.4,1.5k,3.9k,119,19
703,Chandigarh University,4.3,1.5k,2.8k,108,51
704,V5 Global Services,3.9,1.5k,3.7k,94,7
705,Gland Pharma,4.0,1.5k,5.8k,90,13
706,Acuity Analytics,3.1,1.5k,12.6k,181,155
707,Taurus BPO Services,4.1,1.5k,966,35,1
708,Valeo,4.0,1.5k,8.1k,106,155
709,Daimler India Commercial Vehicles,3.9,1.5k,6.7k,76,17
710,Aon,3.8,1.4k,6.3k,90,55
711,Airtel Payments Bank,3.8,1.4k,5.2k,115,31
712,ISS Facility Services,4.0,1.4k,4.2k,69,14
713,Heritage Foods,4.1,1.4k,3.8k,103,33
714,Apco Infratech,3.7,1.4k,4.3k,140,41
715,Oberoi Group of Hotels,4.0,1.4k,3.8k,97,--
716,Indoco Remedies,3.5,1.4k,5.6k,89,21
717,NIIT,3.5,1.4k,6k,108,20
718,Apexon,3.3,1.4k,9.6k,177,41
719,Amneal Pharmaceuticals,4.2,1.4k,6.1k,85,67
720,PNB Housing Finance,3.8,1.4k,4.7k,55,--
721,Narayana Educational Society,3.6,1.4k,4.1k,68,8
722,Bharat Forge,3.8,1.4k,6.4k,80,5
723,Hyatt Regency,4.0,1.4k,3k,60,14
724,SBFC Finance,3.8,1.4k,2.8k,100,83
725,Happiest Minds Technologies,3.4,1.4k,12.6k,151,599
726,Altimetrik,3.5,1.4k,12.1k,266,90
727,Acmegrade,3.9,1.4k,282,69,--
728,ALTEN,3.6,1.4k,8.3k,161,41
729,Jaquar,4.1,1.4k,5.2k,87,28
730,Agilus Diagnostics,4.1,1.4k,3.4k,86,14
731,Aumovio,3.8,1.4k,9.3k,82,18
732,Sony,4.2,1.4k,4.6k,84,18
733,Morningstar,3.7,1.4k,10.2k,265,55
734,Indegene,3.2,1.4k,9.7k,172,20
735,CIE Automotive India Limited (Formerly known as Mahindra CIE Automotive Limited),3.6,1.4k,4.9k,90,--
736,AB InBev India,3.3,1.4k,7.8k,114,103
737,Tieto,4.1,1.4k,9.5k,105,36
738,Fusion Finance,3.9,1.4k,3.2k,59,6
739,Amara Raja Energy & Mobility,4.0,1.4k,4.1k,109,--
740,Slk Software Services,3.2,1.4k,9.4k,114,61
741,Tata Group,4.2,1.4k,5.5k,383,1
742,Xiaomi,3.8,1.4k,5.7k,112,5
743,Chetu,3.6,1.4k,7.4k,231,2
744,Adobe,3.7,1.4k,13.1k,270,227
745,Vfs Global Services,3.4,1.4k,4.3k,72,5
746,IDC Technologies,3.1,1.4k,6.8k,76,--
747,J. Kumar Infraprojects,4.1,1.4k,4.4k,93,3
748,Nykaa,3.4,1.4k,6.8k,153,15
749,Tenarai,3.5,1.4k,11.1k,136,100
750,VLCC,3.3,1.4k,3.3k,53,32
751,DCM Shriram,4.1,1.4k,4.9k,109,21
752,Unisys,3.5,1.4k,10.2k,81,32
753,Sansera Engineering,4.0,1.4k,5.5k,97,8
754,The Muthoot Group,3.6,1.4k,3.7k,84,--
755,AtkinsRealis,3.7,1.4k,6k,109,386
756,VOIS,3.8,1.4k,8.4k,182,40
757,Eaton,4.0,1.4k,8k,148,1
758,Oracle Financial Services Software,3.3,1.4k,10.7k,194,--
759,FedEx Express,4.0,1.4k,5.1k,111,68
760,EOSGlobe,2.9,1.4k,3.9k,91,10
761,Kantar,3.5,1.4k,6.7k,118,2
762,MedPlus,3.6,1.4k,4.3k,108,59
763,TEKsystems,3.1,1.4k,11k,138,18
764,TCS iON,3.8,1.4k,4k,407,--
765,City Union Bank,3.0,1.4k,5.9k,123,7
766,TÜV SÜD,4.0,1.4k,3.8k,104,153
767,Worley,4.1,1.4k,7.4k,140,106
768,Sharekhan,3.7,1.4k,5k,100,44
769,Fino Payments Bank,3.8,1.4k,4k,63,7
770,Aerial Telecom Solutions,4.2,1.4k,2.2k,124,23
771,Rashmi Metaliks,3.1,1.4k,4.7k,115,5
772,Novo Nordisk,3.7,1.4k,6.4k,100,104
773,iMerit,3.2,1.4k,5.5k,118,10
774,Sunknowledge Services,3.4,1.4k,3.8k,107,18
775,Bajaj Housing Finance,3.6,1.4k,5.8k,71,74
776,Faurecia,3.9,1.4k,6k,72,13
777,Aforeserve,3.4,1.4k,3.7k,93,14
778,Paytm Payments Bank,3.8,1.4k,5.7k,142,--
779,Amity University,3.6,1.4k,5.2k,115,9
780,Incedo,2.9,1.3k,10.2k,203,40
781,Bharat FIH,3.7,1.3k,5.3k,91,--
782,Citco,3.1,1.3k,9.5k,169,50
783,Sheenlac Paints,4.2,1.3k,1.7k,210,--
784,Iffco Tokio General Insurance Co.,3.8,1.3k,4.1k,50,--
785,JSW Cement,4.1,1.3k,4.4k,136,19
786,DEXIT Global,3.5,1.3k,5.9k,139,1
787,INDIUM,4.0,1.3k,7k,254,114
788,Unichem Laboratories,3.6,1.3k,5.1k,94,47
789,Aptara,3.1,1.3k,6.3k,78,10
790,Collabera Talent Solutions,3.5,1.3k,6.9k,152,6
791,GE,4.1,1.3k,7.4k,113,54
792,Burger King,3.9,1.3k,3.5k,97,4
793,TE Connectivity,4.1,1.3k,7.4k,101,127
794,Hindware Limited,3.9,1.3k,4.6k,86,15
795,FDC,3.7,1.3k,3.7k,70,31
796,JioMart,3.9,1.3k,4.2k,118,--
797,The Ramco Cements,4.1,1.3k,4.2k,424,1
798,Big Bazaar,4.4,1.3k,2.2k,47,--
799,ZF Steering Gear,3.7,1.3k,7.3k,58,5
800,CreditAccess Grameen,3.9,1.3k,2.6k,54,18
801,Grant Thornton,3.4,1.3k,11.4k,120,264
802,Hatsun Agro Product,3.8,1.3k,4.7k,83,21
803,Brillio,3.4,1.3k,10.6k,141,4
804,GEP Worldwide,3.6,1.3k,9.3k,154,11
805,ManpowerGroup,3.6,1.3k,5.1k,71,272
806,Cinépolis,3.8,1.3k,2.9k,81,4
807,RBL FinServe,3.9,1.3k,3k,66,--
808,VIBGYOR Group of Schools,3.4,1.3k,4.2k,100,264
809,Baroda Global Shared Services,3.8,1.3k,3k,130,46
810,Shubham Housing Development Finance,3.9,1.3k,2.9k,52,8
811,Nippon Paint India,4.0,1.3k,3.8k,81,--
812,R Systems International,3.5,1.3k,7.4k,149,76
813,Viraj Profiles,4.0,1.3k,4.5k,100,--
814,Punjab National Bank,3.8,1.3k,3k,61,--
815,CenturyPly,3.9,1.3k,4.3k,94,27
816,Atul,3.9,1.3k,5.2k,100,2
817,Decathlon,3.7,1.3k,4.3k,119,--
818,Bluestock ™,4.5,1.3k,58,386,--
819,Spicejet,3.3,1.3k,5k,105,1
820,Fabindia,3.8,1.3k,4.1k,61,46
821,OM Logistics,3.9,1.3k,3.8k,91,5
822,More Supermarket,3.7,1.3k,3.9k,93,35
823,Mondelez International,4.1,1.3k,4.7k,75,107
824,Astral Pipe,3.9,1.3k,4.1k,95,40
825,Hindustan Construction Company,4.3,1.3k,3.2k,94,5
826,Troikaa Pharmaceuticals,4.0,1.3k,3.8k,114,14
827,NetAmbit,4.0,1.3k,3.1k,168,2
828,Luminous Power Technologies,4.1,1.3k,4k,99,25
829,Pantaloons,4.1,1.3k,3k,69,--
830,Samsung Research,3.0,1.3k,9.6k,150,3
831,Ion Exchange India,3.7,1.3k,5.1k,97,47
832,OpenText Technologies,3.4,1.3k,11.9k,194,10
833,Jakson Group,4.1,1.3k,3.9k,105,13
834,Globant,3.4,1.3k,10.3k,204,68
835,SK Finance Limited,3.8,1.3k,3.5k,87,--
836,Sigma Electric Manufacturing Corporation,4.0,1.3k,2.8k,78,19
837,NxtWave,3.6,1.3k,3.2k,289,208
838,ICICI Prudential Mutual Fund,3.9,1.3k,5.6k,88,--
839,AGS Transact Technologies,2.8,1.3k,3.8k,43,--
840,Centre for Development of Advanced Computing,3.7,1.3k,6.9k,126,1
841,Vestas,4.1,1.3k,5.4k,99,24
842,Panasonic,4.0,1.3k,4.8k,51,19
843,Tenneco,3.6,1.3k,5.3k,72,7
844,ANZ Banking Group,3.8,1.3k,8.3k,107,31
845,Automotive Manufacturers,3.9,1.3k,5.2k,104,47
846,Dell EMC,3.8,1.2k,8.6k,74,1
847,T-Systems ICT India,3.8,1.3k,8.8k,111,7
848,Apex Group,2.7,1.2k,8k,182,332
849,Electronics Corporation of India Limited,4.2,1.2k,3.2k,61,--
850,Aarvee Associates,3.7,1.2k,3.2k,99,--
851,Royal Migration Solutions,4.9,1.2k,5,1,--
852,Godrej Consumer Products,4.0,1.2k,4.8k,62,--
853,PNC Infratech,3.8,1.2k,3.4k,83,1
854,SKF,4.0,1.2k,4.5k,74,47
855,Jindal X,3.5,1.2k,2.8k,113,3
856,Fresenius Kabi,4.0,1.2k,4k,58,26
857,Intertek,3.7,1.2k,4k,83,81
858,Spandana Sphoorty Financial,3.7,1.2k,2.4k,51,7
859,KIMS Hospital,3.8,1.2k,3.6k,62,8
860,H.G. Infra Engineering,4.0,1.2k,3.2k,109,--
861,Mu Sigma,2.5,1.2k,6.8k,250,--
862,iSON Xperiences,3.2,1.2k,3.3k,79,9
863,Synchrony,4.3,1.2k,5.5k,93,24
864,Prodapt,3.5,1.2k,9.7k,117,63
865,Oil And Natural Gas Corporation,4.3,1.2k,3.1k,80,--
866,Dassault Systemes,3.7,1.2k,7.2k,187,1
867,Zoho,4.1,1.2k,9.9k,583,--
868,Rupeek,4.1,1.2k,3.3k,133,26
869,Shriram Pistons & Rings,4.0,1.2k,4.5k,76,1
870,Kalpataru Limited,4.2,1.2k,4.4k,269,18
871,AIIMS,4.1,1.2k,4.5k,66,--
872,Wind World,4.0,1.2k,3.3k,88,1
873,Parexel International,3.8,1.2k,6k,87,1
874,Rockman Industries,3.8,1.2k,3.8k,94,15
875,DP World,3.8,1.2k,5k,97,107
876,Qualcomm,3.7,1.2k,14.8k,299,13
877,DLF,3.9,1.2k,4.8k,96,2
878,Fidelity Investments,4.1,1.2k,8.1k,127,1
879,EbixCash Limited,3.6,1.2k,5.1k,110,9
880,Diageo,3.8,1.2k,6.3k,93,65
881,Colliers India,3.9,1.2k,4.9k,95,95
882,Indostar Capital Finance Limited,4.3,1.2k,2k,198,1
883,Best Sellers,4.1,1.2k,3k,33,5
884,Hire In Global,4.9,1.2k,8,270,--
885,DENSO,4.1,1.2k,3.8k,85,1
886,PHN Technology,4.3,1.2k,367,42,6
887,ExcelR,3.7,1.2k,1.1k,109,46
888,JTEKT,4.1,1.2k,4.3k,95,4
889,Kirloskar Oil Engines,4.1,1.2k,4.1k,64,10
890,Intel,4.1,1.2k,9.1k,242,--
891,Ahluwalia Contracts India,4.0,1.2k,3.5k,76,21
892,Fidelity National Financial,3.7,1.2k,6.1k,61,2
893,Strides Pharma,3.8,1.2k,4.3k,78,--
894,JK Lakshmi Cement,3.7,1.2k,3.7k,81,--
895,Nielsen,3.1,1.2k,6.6k,156,--
896,Genius HRTech,3.8,1.2k,3.9k,73,--
897,ACG Worldwide,3.8,1.2k,3.9k,86,72
898,Leadec India,4.1,1.2k,3.5k,152,16
899,FOCUS EDUMATICS,2.9,1.2k,3k,126,--
900,Baazar Retail Private Limited,4.5,1.2k,1.5k,85,--
901,Thyrocare Technologies,3.7,1.2k,4.3k,88,20
902,Electronica Finance,4.1,1.2k,2.8k,141,26
903,Innova Solutions,3.3,1.2k,8.1k,104,83
904,PayPal,3.7,1.2k,9.9k,243,--
905,Zetwerk,4.0,1.2k,4.1k,116,34
906,Federal Bank,3.6,1.2k,5.6k,120,--
907,Barclays Shared Services,3.8,1.2k,4.8k,38,914
908,HFCL Limited,3.8,1.2k,4.1k,86,5
909,Sri Chaitanya Techno Schools,3.5,1.2k,3.6k,75,1
910,Salesforce,3.9,1.2k,13.9k,251,328
911,Podar International School,4.1,1.2k,3.2k,81,4
912,Ocwen Financial Solutions,3.8,1.2k,4.3k,53,23
913,The Jaypee Group,3.8,1.1k,3.4k,51,11
914,Meril,3.6,1.1k,4.9k,88,21
915,Prism Johnson,3.7,1.1k,4.5k,70,19
916,Coca-Cola Company,4.0,1.1k,3.3k,106,4
917,Johnson Lifts,3.8,1.1k,3.7k,48,11
918,Aptiv,3.4,1.1k,8.2k,123,4
919,Schaeffler India,4.1,1.1k,5.6k,66,12
920,Aparna Constructions and Estates,3.9,1.1k,4k,113,57
921,Apollo Health and Lifestyle Limited,4.3,1.1k,3.4k,118,50
922,Birla Corporation,4.1,1.1k,3.7k,74,12
923,Indira IVF Hospital,3.9,1.1k,3k,77,40
924,Nilkamal,3.7,1.1k,3.7k,82,16
925,MDIndia Health Insurance TPA,3.6,1.1k,3.7k,70,39
926,Edelweiss,3.6,1.1k,5.5k,63,--
927,CaratLane - A Tata Product,4.0,1.1k,3k,68,9
928,DISH TV,3.4,1.1k,3.3k,77,13
929,Dhoot Transmission,3.7,1.1k,3.9k,69,14
930,Balkrishna Industries,4.0,1.1k,4.2k,66,11
931,London Stock Exchange Group,3.7,1.1k,10.9k,157,2
932,Biocon Biologics,3.7,1.1k,6.8k,109,3
933,Bajaj Motors,3.9,1.1k,3.4k,69,13
934,Motilal Oswal Home Finance,4.3,1.1k,1.4k,126,--
935,Imperial Auto Industries,3.8,1.1k,4.8k,79,16
936,Edelweiss Life Insurance,3.7,1.1k,3.5k,59,47
937,Deccan Fine Chemicals,3.6,1.1k,5.1k,107,8
938,INDO-MIM,4.0,1.1k,4.3k,78,6
939,Piaggio,3.6,1.1k,3.8k,74,39
940,Barbeque Nation,3.9,1.1k,2.7k,50,24
941,Kohler,3.7,1.1k,5.1k,76,--
942,IIFL Home Finance,3.8,1.1k,2.9k,57,1.6k
943,Jacobs Engineering Group,4.2,1.1k,5.1k,91,20
944,Onward Technologies Inc,2.9,1.1k,6.1k,93,38
945,Navitasys India,4.1,1.1k,2.7k,143,5
946,Wistron,4.0,1.1k,5.1k,93,--
947,Advantmed,4.1,1.1k,2.7k,170,28
948,Jabil Circuit India,4.0,1.1k,4.3k,66,73
949,Wonder Home Finance,4.6,1.1k,757,192,4
950,Asirvad Microfinance,3.8,1.1k,2.2k,48,--
951,Unicharm,3.9,1.1k,2.9k,65,3
952,V2 Retail,3.4,1.1k,2.6k,88,45
953,TK Elevator,3.8,1.1k,4.2k,66,14
954,Sundaram Finance,3.9,1.1k,2.9k,46,7
955,Hyundai Mobis,3.7,1.1k,5.1k,80,16
956,MAHLE ANAND Filter Systems,4.0,1.1k,3.4k,42,--
957,Air India Sats Airport Services,3.6,1.1k,2.5k,67,--
958,VMware Software,4.4,1.1k,9k,146,20
959,Sri Chaitanya Educational Institutions,3.6,1.1k,3k,52,2
960,Stanza Living,3.1,1.1k,3.6k,98,12
961,Hikal,3.8,1.1k,4.7k,76,75
962,Svatantra Microfin,3.9,1.1k,2.1k,45,7
963,Saipem,4.2,1.1k,3.3k,55,15
964,Zydus Wellness,4.1,1.1k,2.7k,105,11
965,Kirloskar Brothers,3.8,1.1k,4.4k,93,60
966,MG Motor,3.8,1.1k,4.7k,79,5
967,Syngenta,4.2,1.1k,3.7k,81,23
968,Godrej Agrovet,3.9,1.1k,3.5k,63,2
969,Xyz Company,3.8,1.1k,46.6k,532,--
970,ICON Plc,4.0,1.1k,4.3k,137,3
971,Tube Investments of India,3.8,1.1k,3.6k,70,23
972,Aarvi Encon,3.9,1.1k,3k,82,--
973,Vedanta Aluminium,3.8,1.1k,4.5k,68,--
974,Northcorp Software,4.8,1.1k,216,854,5
975,CALIBEHR,4.0,1.1k,2.7k,69,12
976,Knorr-Bremse,3.3,1.1k,5k,70,2
977,Metropolis Healthcare,3.9,1.1k,3.6k,68,6
978,HPCL-Mittal Energy Limited,4.3,1.1k,4.6k,47,--
979,Jet Airways,4.6,1.1k,1.9k,24,--
